Medication cateogory,Short name,Code type,Code,Description
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37397411000001107,DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Mawdsley-Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37415511000001109,Serevent 50micrograms/dose Accuhaler (CST Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37434411000001103,DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (CST Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37434611000001100,DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (CST Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37443211000001101,Seretide 250 Accuhaler (CST Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37443411000001102,Seretide 500 Accuhaler (CST Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37443611000001104,Seretide 250 Evohaler (CST Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37443811000001100,Oxis 6 Turbohaler (CST Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37444011000001108,Seretide 125 Evohaler (CST Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37444211000001103,Symbicort 400/12 Turbohaler (CST Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37448711000001102,Flutiform 250micrograms/dose / 10micrograms/dose inhaler (CST Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37484711000001101,Flutiform 250micrograms/dose / 10micrograms/dose inhaler (Mawdsley- Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37484911000001104,Flutiform 125micrograms/dose / 5micrograms/dose inhaler (Mawdsley- Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37526111000001109,Onbrez Breezhaler 150microgram inhalation powder capsules with device (CST Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37526611000001101,Onbrez Breezhaler 300microgram inhalation powder capsules with device (CST Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37532911000001106,Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler (CST Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37533111000001102,Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler (CST Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37540311000001105,Yanimo Respimat 2.5micrograms/dose / 2.5micrograms/dose inhalation solution cartridge with device (Boehringer Ingelheim Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37549211000001109,Onbrez Breezhaler 150microgram inhalation powder capsules with device (Mawdsley-Brooks & Company Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37574711000001102,Foradil 12microgram inhalation powder capsules with device (CST Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37575111000001104,Oxis 12 Turbohaler (CST Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37576711000001106,Bricanyl 500micrograms/dose Turbohaler (CST Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37625611000001100,Combivent nebuliser liquid 2.5ml UDVs (Pilsco Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37631511000001104,DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Ethigen Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37631711000001109,DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (Ethigen Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37665111000001104,Flutiform 125micrograms/dose / 5micrograms/dose inhaler (Pilsco Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37665311000001102,Flutiform 250micrograms/dose / 10micrograms/dose inhaler (Pilsco Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37678011000001103,Spiolto Respimat 2.5micrograms/dose / 2.5micrograms/dose inhalation solution refill cartridge (Boehringer Ingelheim Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37678311000001100,Striverdi Respimat 2.5micrograms/dose inhalation solution refill cartridge (Boehringer Ingelheim Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37692311000001106,Olodaterol 2.5micrograms/dose inhalation solution cartridge CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37692511000001100,Tiotropium bromide 2.5micrograms/dose / Olodaterol 2.5micrograms/dose inhalation solution cartridge CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37700511000001108,Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler (Pilsco Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37700711000001103,Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler (Pilsco Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37701911000001108,Salamol 100micrograms/dose Easi-Breathe inhaler (Pilsco Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37702211000001106,Seretide 250 Accuhaler (Pilsco Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37702411000001105,Seretide 250 Evohaler (Pilsco Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37702611000001108,Seretide 500 Accuhaler (Pilsco Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37702811000001107,Serevent 50micrograms/dose Accuhaler (Pilsco Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37714411000001100,AirFluSal Forspiro 50micrograms/dose / 500micrograms/dose dry powder inhaler (Pilsco Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37714611000001102,AirFluSal 25micrograms/dose / 125micrograms/dose inhaler (Pilsco Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37714811000001103,AirFluSal 25micrograms/dose / 250micrograms/dose inhaler (Pilsco Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37715611000001101,Atimos Modulite 12micrograms/dose inhaler (Pilsco Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37729411000001107,Sereflo 25micrograms/dose / 250micrograms/dose inhaler (Pilsco Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37739011000001101,Symbicort 200/6 Turbohaler (CST Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37979411000001103,Anoro Ellipta 55micrograms/dose / 22micrograms/dose dry powder inhaler (Pharmaram Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37994011000001101,Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler (Pharmaram Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37994211000001106,Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler (Pharmaram Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37996511000001103,Seretide 125 Evohaler (Pharmaram Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37996711000001108,Seretide 250 Evohaler (Pharmaram Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37997311000001107,Symbicort 100/6 Turbohaler (Pharmaram Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37997511000001101,Symbicort 200/6 Turbohaler (Pharmaram Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,37997711000001106,Symbicort 400/12 Turbohaler (Pharmaram Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38130011000001108,DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38130211000001103,DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38131211000001109,Easyhaler Salbutamol sulfate 100micrograms/dose dry powder inhaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38131411000001108,Easyhaler Salbutamol sulfate 200micrograms/dose dry powder inhaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38134511000001109,Flutiform 125micrograms/dose / 5micrograms/dose inhaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38134711000001104,Flutiform 250micrograms/dose / 10micrograms/dose inhaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38134911000001102,Flutiform 50micrograms/dose / 5micrograms/dose inhaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38135111000001101,Flutiform K-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38135311000001104,Flutiform K-haler 50micrograms/dose / 5micrograms/dose breath actuated inhaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38136011000001106,Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38157111000001106,Onbrez Breezhaler 150microgram inhalation powder capsules with device (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38157311000001108,Onbrez Breezhaler 300microgram inhalation powder capsules with device (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38165311000001109,Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38165511000001103,Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38166911000001103,Sirdupla 25micrograms/dose / 125micrograms/dose inhaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38167111000001103,Sirdupla 25micrograms/dose / 250micrograms/dose inhaler (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38172811000001104,Ventolin 5mg Nebules (DE Pharmaceuticals)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38188711000001104,Terbutaline 10mg/23ml solution for infusion pre-filled syringes (Special Order)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38189211000001101,Terbutaline 12mg/24ml solution for infusion pre-filled syringes (Special Order)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38189511000001103,Terbutaline 3mg/12ml solution for infusion pre-filled syringes (Special Order)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38189911000001105,Terbutaline 6mg/23ml solution for infusion pre-filled syringes (Special Order)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38191511000001103,Terbutaline 8mg/23ml solution for infusion pre-filled syringes (Special Order)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38191811000001100,Terbutaline 9mg/23ml solution for infusion pre-filled syringes (SpecialOrder)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38196411000001108,Terbutaline 10mg/23ml solution for infusion pre-filled syringes
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38196511000001107,Terbutaline 12mg/24ml solution for infusion pre-filled syringes
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38196611000001106,Terbutaline 3mg/12ml solution for infusion pre-filled syringes
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38196711000001102,Terbutaline 6mg/23ml solution for infusion pre-filled syringes
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38196811000001105,Terbutaline 8mg/23ml solution for infusion pre-filled syringes
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38196911000001100,Terbutaline 9mg/23ml solution for infusion pre-filled syringes
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38617811000001107,Combiprasal 0.5mg/2.5mg nebuliser solution 2.5ml unit dose vials (TriOn Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38640111000001109,Sirdupla 25micrograms/dose / 125micrograms/dose inhaler (Pilsco Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38640311000001106,Sirdupla 25micrograms/dose / 250micrograms/dose inhaler (Pilsco Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38895911000001101,Salbutamol 500micrograms/1ml solution for injection ampoules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38896811000001103,Budesonide 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38897411000001103,Fluticasone propionate 500micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38897511000001104,Fluticasone propionate 250micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,38897611000001100,Fluticasone propionate 100micrograms/dose / Salmeterol50micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39025011000001108,Salbutamol 4mg modified-release tablets
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39025111000001109,Salbutamol 8mg modified-release capsules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39025211000001103,Salbutamol 4mg modified-release capsules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39025311000001106,Salbutamol 5mg/5ml solution for infusion ampoules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39089311000001103,Flutiform K-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler (Pilsco Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39105811000001102,Symbicort 100micrograms/dose / 3micrograms/dose pressurised inhaler (AstraZeneca UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39109411000001101,Salbutamol 2mg/5ml oral solution sugar free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39110811000001105,Salmeterol 25micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39111011000001108,Fluticasone 50micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39111111000001109,Fluticasone 125micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39111311000001106,Fluticasone 250micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39112711000001103,Salbutamol 100micrograms/dose breath actuated inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39112911000001101,Formoterol 6micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39113011000001109,Formoterol 12micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39113111000001105,Terbutaline 250micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39113211000001104,Salmeterol 50micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39113311000001107,Salbutamol 200micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39113611000001102,Salbutamol 100micrograms/dose inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39114511000001103,Atectura Breezhaler 125micrograms/62.5micrograms inhalation powder capsules with device (Sandoz Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39115411000001101,Atectura Breezhaler 125micrograms/127.5micrograms inhalation powder capsules with device (Sandoz Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39115911000001109,Atectura Breezhaler 125micrograms/260micrograms inhalation powder capsules with device (Sandoz Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39116311000001103,Indacaterol 125micrograms/dose / Mometasone 127.5micrograms/dose inhalation powder capsules with device
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39116411000001105,Indacaterol 125micrograms/dose / Mometasone 260micrograms/dose inhalation powder capsules with device
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39116511000001109,Indacaterol 125micrograms/dose / Mometasone 62.5micrograms/dose inhalation powder capsules with device
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39133611000001108,Budesonide 100micrograms/dose / Formoterol 3micrograms/dose inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39134511000001107,Generic Enerzair Breezhaler 114micrograms/dose / 46micrograms/dose / 136micrograms/dose inhalation powder capsules with device
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39134711000001102,Enerzair Breezhaler 114micrograms/dose / 46micrograms/dose / 136micrograms/dose inhalation powder capsules with device (Sandoz Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39241911000001100,Salbutamol 2mg tablets (Medihealth (Northern) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39242111000001108,Salbutamol 4mg tablets (Medihealth (Northern) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39327311000001104,Trixeo Aerosphere 5micrograms/dose / 7.2micrograms/dose / 160micrograms/dose pressurised inhaler (AstraZeneca UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39329111000001107,Bevespi Aerosphere 7.2micrograms/dose / 5micrograms/dose pressurised inhaler (AstraZeneca UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39343511000001103,Generic Trixeo Aerosphere 5micrograms/dose / 7.2micrograms/dose / 160micrograms/dose inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39343611000001104,Glycopyrronium 7.2micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39359011000001107,Bricanyl 500micrograms/dose Turbohaler (Pilsco Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39360211000001103,Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (Pilsco Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39360411000001104,Sereflo 25micrograms/dose / 125micrograms/dose inhaler (Pilsco Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39567411000001102,Fixkoh Airmaster 50micrograms/dose / 500micrograms/dose dry powder inhaler (Thornton & Ross Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39567611000001104,Fixkoh Airmaster 50micrograms/dose / 250micrograms/dose dry powder inhaler (Thornton & Ross Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39567811000001100,Fixkoh Airmaster 50micrograms/dose / 100micrograms/dose dry powder inhaler (Thornton & Ross Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39696311000001100,Salbutamol 400microgram / Beclometasone 200microgram inhalation powder capsules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39703611000001107,Salbutamol 4mg tablets
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39709511000001105,Salbutamol 5mg/ml nebuliser liquid
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39709611000001109,Salbutamol 2.5mg/2.5ml nebuliser liquid unit dose vials
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39709711000001100,Salbutamol 200microgram inhalation powder capsules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39709811000001108,Salbutamol 400microgram inhalation powder capsules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39710011000001108,Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39710511000001100,Salbutamol 2.5mg/2.5ml / Ipratropium bromide 500micrograms/2.5ml nebuliser liquid unit dose vials
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39711511000001107,Fenoterol 1.25mg/4ml / Ipratropium 500micrograms/4ml nebuliser liquid unit dose vials
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39714711000001104,Terbutaline 10mg/ml nebuliser liquid
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39817511000001103,Luforbec 100micrograms/dose / 6micrograms/dose inhaler (Lupin Healthcare (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39939611000001107,Fostair 100micrograms/dose / 6micrograms/dose inhaler (CST Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,39993311000001105,Trimbow NEXThaler 88micrograms/dose / 5micrograms/dose / 9micrograms/dose dry powder inhaler (Chiesi Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,40034211000001104,Avenor 25micrograms/dose / 50micrograms/dose inhaler (Zentiva PharmaUK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,40040711000001101,Avenor 25micrograms/dose / 125micrograms/dose inhaler (Zentiva Pharma UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,40040911000001104,Avenor 25micrograms/dose / 250micrograms/dose inhaler (Zentiva Pharma UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,40087411000001104,Generic Trimbow NEXThaler 88micrograms/dose / 5micrograms/dose / 9micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,40106011000001102,WockAIR 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Wockhardt UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,40106211000001107,WockAIR 320micrograms/dose / 9micrograms/dose dry powder inhaler (Wockhardt UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,40220711000001106,Seretide 50 Evohaler (CST Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,40220911000001108,Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (CST Pharma Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,40444911000001101,Seffalair Spiromax 12.75micrograms/dose / 202micrograms/dose dry powder inhaler (Teva UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,40445111000001100,Seffalair Spiromax 12.75micrograms/dose / 100micrograms/dose dry powder inhaler (Teva UK Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,40455711000001101,Fluticasone propionate 100micrograms/dose / Salmeterol 12.75micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,40455811000001109,Fluticasone propionate 202micrograms/dose / Salmeterol 12.75micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,40504911000001103,Sereflo Ciphaler 50micrograms/dose / 250micrograms/dose dry powder inhaler (Cipla EU Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,40752211000001109,Trimbow 172micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler (Chiesi Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,40766811000001104,Generic Trimbow 172micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,dm+d,40852311000001103,Luforbec 200micrograms/dose / 6micrograms/dose inhaler (Lupin Healthcare (UK) Ltd)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011ABAAAAAA,Generic Trimbow NEXThaler 88microg/5microg/9microg/dose inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011ABAAABAB,Generic Trimbow 172microg/5microg/9microg/dose inh CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011ABBBAAA0,Trimbow 87microg/dose / 5microg/dose / 9microg/dose inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011ABBBABAA,Trimbow NEXThaler 88microg/5microg/9microg/dose dry pdr inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011ABBBACAB,Trimbow 172microg/dose / 5microg/dose / 9microg/dose inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011B0BBAAAA,Bambec 10mg tablets
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011B0BBABAB,Bambec 20mg tablets
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011E0AAAAAA,Formoterol 12microgram inhalation pdr caps with device
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011E0AAABAB,Formoterol 6micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011E0AAACAC,Formoterol 12micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011E0AAADAD,Formoterol 12micrograms/dose inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011E0BBAAAA,Foradil 12microgram inhalation powder capsules with device
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011E0BCAAAB,Oxis 6 Turbohaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011E0BCABAC,Oxis 12 Turbohaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011E0BDAAAD,Atimos Modulite 12micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011E0BEAAAC,Formoterol Easyhaler 12micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011F0AAAAAA,Fenoterol 200micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011F0BBACAA,Berotec 200micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AAAAAA,Salbutamol 100micrograms/dose inhaler
