Medicaiton category,Short name,Code type,Code,Description
Inhaled corticosteroid,ICS,dm+d,39114511000001103,Atectura Breezhaler 125micrograms/62.5micrograms inhalation powder capsules with device (Sandoz Ltd)
Inhaled corticosteroid,ICS,dm+d,39115411000001101,Atectura Breezhaler 125micrograms/127.5micrograms inhalation powder capsules with device (Sandoz Ltd)
Inhaled corticosteroid,ICS,dm+d,39115911000001109,Atectura Breezhaler 125micrograms/260micrograms inhalation powder capsules with device (Sandoz Ltd)
Inhaled corticosteroid,ICS,dm+d,39116311000001103,Indacaterol 125micrograms/dose / Mometasone 127.5micrograms/dose inhalation powder capsules with device
Inhaled corticosteroid,ICS,dm+d,39116411000001105,Indacaterol 125micrograms/dose / Mometasone 260micrograms/dose inhalation powder capsules with device
Inhaled corticosteroid,ICS,dm+d,39116511000001109,Indacaterol 125micrograms/dose / Mometasone 62.5micrograms/dose inhalation powder capsules with device
Inhaled corticosteroid,ICS,dm+d,39133611000001108,Budesonide 100micrograms/dose / Formoterol 3micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,39134511000001107,Generic Enerzair Breezhaler 114micrograms/dose / 46micrograms/dose / 136micrograms/dose inhalation powder capsules with device
Inhaled corticosteroid,ICS,dm+d,39134711000001102,Enerzair Breezhaler 114micrograms/dose / 46micrograms/dose / 136micrograms/dose inhalation powder capsules with device (Sandoz Ltd)
Inhaled corticosteroid,ICS,dm+d,39327311000001104,Trixeo Aerosphere 5micrograms/dose / 7.2micrograms/dose / 160micrograms/dose pressurised inhaler (AstraZeneca UK Ltd)
Inhaled corticosteroid,ICS,dm+d,39343511000001103,Generic Trixeo Aerosphere 5micrograms/dose / 7.2micrograms/dose / 160micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,dm+d,39360211000001103,Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (Pilsco Ltd)
Inhaled corticosteroid,ICS,dm+d,39360411000001104,Sereflo 25micrograms/dose / 125micrograms/dose inhaler (Pilsco Ltd)
Inhaled corticosteroid,ICS,dm+d,39567411000001102,Fixkoh Airmaster 50micrograms/dose / 500micrograms/dose dry powder inhaler (Thornton & Ross Ltd)
Inhaled corticosteroid,ICS,dm+d,39567611000001104,Fixkoh Airmaster 50micrograms/dose / 250micrograms/dose dry powder inhaler (Thornton & Ross Ltd)
Inhaled corticosteroid,ICS,dm+d,39567811000001100,Fixkoh Airmaster 50micrograms/dose / 100micrograms/dose dry powder inhaler (Thornton & Ross Ltd)
Inhaled corticosteroid,ICS,dm+d,39691211000001100,Fluticasone propionate 100micrograms/dose dry powder inhaler (Imported)
Inhaled corticosteroid,ICS,dm+d,39695511000001104,Beclometasone 100microgram inhalation powder capsules
Inhaled corticosteroid,ICS,dm+d,39695611000001100,Beclometasone 200microgram inhalation powder capsules
Inhaled corticosteroid,ICS,dm+d,39695711000001109,Beclometasone 400microgram inhalation powder capsules
Inhaled corticosteroid,ICS,dm+d,39696311000001100,Salbutamol 400microgram / Beclometasone 200microgram inhalation powder capsules
Inhaled corticosteroid,ICS,dm+d,39712311000001105,Fluticasone 500micrograms/2ml nebuliser liquid unit dose vials
Inhaled corticosteroid,ICS,dm+d,39712511000001104,Fluticasone 2mg/2ml nebuliser liquid unit dose vials
Inhaled corticosteroid,ICS,dm+d,39817511000001103,Luforbec 100micrograms/dose / 6micrograms/dose inhaler (Lupin Healthcare (UK) Ltd)
Inhaled corticosteroid,ICS,dm+d,39939611000001107,Fostair 100micrograms/dose / 6micrograms/dose inhaler (CST Pharma Ltd)
Inhaled corticosteroid,ICS,dm+d,39993311000001105,Trimbow NEXThaler 88micrograms/dose / 5micrograms/dose / 9micrograms/dose dry powder inhaler (Chiesi Ltd)
Inhaled corticosteroid,ICS,dm+d,40034211000001104,Avenor 25micrograms/dose / 50micrograms/dose inhaler (Zentiva Pharma UK Ltd)
Inhaled corticosteroid,ICS,dm+d,40040711000001101,Avenor 25micrograms/dose / 125micrograms/dose inhaler (Zentiva Pharma UK Ltd)
Inhaled corticosteroid,ICS,dm+d,40040911000001104,Avenor 25micrograms/dose / 250micrograms/dose inhaler (Zentiva Pharma UK Ltd)
Inhaled corticosteroid,ICS,dm+d,40087411000001104,Generic Trimbow NEXThaler 88micrograms/dose / 5micrograms/dose / 9micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,40106011000001102,WockAIR 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Wockhardt UK Ltd)
Inhaled corticosteroid,ICS,dm+d,40106211000001107,WockAIR 320micrograms/dose / 9micrograms/dose dry powder inhaler (Wockhardt UK Ltd)
Inhaled corticosteroid,ICS,dm+d,40220711000001106,Seretide 50 Evohaler (CST Pharma Ltd)
Inhaled corticosteroid,ICS,dm+d,40220911000001108,Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (CST Pharma Ltd)
Inhaled corticosteroid,ICS,dm+d,40377811000001105,Alvesco 160 inhaler (DE Pharmaceuticals)
Inhaled corticosteroid,ICS,dm+d,40444911000001101,Seffalair Spiromax 12.75micrograms/dose / 202micrograms/dose dry powder inhaler (Teva UK Ltd)
Inhaled corticosteroid,ICS,dm+d,40445111000001100,Seffalair Spiromax 12.75micrograms/dose / 100micrograms/dose dry powder inhaler (Teva UK Ltd)
Inhaled corticosteroid,ICS,dm+d,40455711000001101,Fluticasone propionate 100micrograms/dose / Salmeterol 12.75micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,40455811000001109,Fluticasone propionate 202micrograms/dose / Salmeterol 12.75micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,dm+d,40504911000001103,Sereflo Ciphaler 50micrograms/dose / 250micrograms/dose dry powder inhaler (Cipla EU Ltd)
Inhaled corticosteroid,ICS,dm+d,40752211000001109,Trimbow 172micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler (Chiesi Ltd)
Inhaled corticosteroid,ICS,dm+d,40766811000001104,Generic Trimbow 172micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler
Inhaled corticosteroid,ICS,dm+d,40852311000001103,Luforbec 200micrograms/dose / 6micrograms/dose inhaler (Lupin Healthcare (UK) Ltd)
Inhaled corticosteroid,ICS,BNF,0301011ABAAAAAA,Generic Trimbow NEXThaler 88microg/5microg/9microg/dose inh
Inhaled corticosteroid,ICS,BNF,0301011ABAAABAB,Generic Trimbow 172microg/5microg/9microg/dose inh CFC free
Inhaled corticosteroid,ICS,BNF,0301011ABBBAAA0,Trimbow 87microg/dose / 5microg/dose / 9microg/dose inh
Inhaled corticosteroid,ICS,BNF,0301011ABBBABAA,Trimbow NEXThaler 88microg/5microg/9microg/dose dry pdr inh
Inhaled corticosteroid,ICS,BNF,0301011ABBBACAB,Trimbow 172microg/dose / 5microg/dose / 9microg/dose inh
Inhaled corticosteroid,ICS,BNF,0302000C0AAAAAA,Beclometasone 50micrograms/dose inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0AAABAB,Beclometasone 100micrograms/dose inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0AAACAC,Beclometasone 250micrograms/dose inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0AAAEAE,Beclometasone 100microgram inhalation powder capsules
Inhaled corticosteroid,ICS,BNF,0302000C0AAAFAF,Beclometasone 200microgram inhalation powder capsules
Inhaled corticosteroid,ICS,BNF,0302000C0AAAGAG,Beclometasone 100microgram inhalation pdr blist with device
Inhaled corticosteroid,ICS,BNF,0302000C0AAAHAH,Beclometasone 200microgram inhalation pdr blist with device
Inhaled corticosteroid,ICS,BNF,0302000C0AAAIAI,Beclometasone 400microgram inhalation powder capsules
Inhaled corticosteroid,ICS,BNF,0302000C0AAAJAJ,Beclometasone 400microgram inhalation pdr blist with device
Inhaled corticosteroid,ICS,BNF,0302000C0AAAKAK,Beclometasone 200microgram inhalation powder blisters
Inhaled corticosteroid,ICS,BNF,0302000C0AAALAL,Beclometasone 100microgram inhalation powder blisters
Inhaled corticosteroid,ICS,BNF,0302000C0AAANAN,Salbutamol 100microg/dose / Beclometasone 50microg/dose inh
Inhaled corticosteroid,ICS,BNF,0302000C0AAAPAP,Salbutamol 400microg/Beclometasone 200microg pdr caps
Inhaled corticosteroid,ICS,BNF,0302000C0AAAQAQ,Beclometasone 400microgram inhalation powder blisters
Inhaled corticosteroid,ICS,BNF,0302000C0AAARAR,Beclometasone 200micrograms/dose inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0AAASAS,Beclometasone 50micrograms/dose breath actuated inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0AAATAT,Beclometasone 100micrograms/dose breath actuated inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0AAAUAU,Beclometasone 250micrograms/dose breath actuated inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0AABEBE,Beclometasone 50micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,BNF,0302000C0AABFBF,Beclometasone 100micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,BNF,0302000C0AABGBG,Beclometasone 50micrograms/dose breath actuated inh CFC free
Inhaled corticosteroid,ICS,BNF,0302000C0AABHBH,Beclometasone 100mcg/dose breath actuated inhaler CFC free
Inhaled corticosteroid,ICS,BNF,0302000C0AABIBI,Beclometasone 50micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0AABJBJ,Beclometasone 100micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0AABKBK,Beclometasone 250micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0AABLBL,Salbutamol 200microg/Beclometasone 100microg pdr caps
Inhaled corticosteroid,ICS,BNF,0302000C0AABSBS,Beclometasone 400micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0AABUBU,Beclometasone 200micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0AABVBV,Beclometasone 200micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,BNF,0302000C0AABWBW,Beclometasone 250micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,BNF,0302000C0AABXBX,Beclometasone 100microg/Formoterol 6microg/dose inh CFCfree
Inhaled corticosteroid,ICS,BNF,0302000C0AABYBY,Beclometasone 100microg/Formoterol 6microg/dose dry pdr inh
Inhaled corticosteroid,ICS,BNF,0302000C0AABZBZ,Beclometasone 200microg/Formoterol 6microg/dose inh CFC free
Inhaled corticosteroid,ICS,BNF,0302000C0AACACA,Beclometasone 200microg/Formoterol 6microg/dose dry pdr inh
Inhaled corticosteroid,ICS,BNF,0302000C0BBAAAC,Becloforte 250micrograms/dose inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BBACAJ,Becloforte 400microgram disks with Diskhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BBADAQ,Becloforte 400microgram disks
Inhaled corticosteroid,ICS,BNF,0302000C0BCACAE,Becotide 100microgram Rotacaps
Inhaled corticosteroid,ICS,BNF,0302000C0BCADAF,Becotide 200microgram Rotacaps
Inhaled corticosteroid,ICS,BNF,0302000C0BCAGAI,Becotide 400microgram Rotacaps
Inhaled corticosteroid,ICS,BNF,0302000C0BCAHAB,Becotide 100 inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BCAIAA,Becotide 50 inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BCAQAR,Becotide 200 inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BDAAAN,Ventide inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BDABAP,Ventide Rotacaps
Inhaled corticosteroid,ICS,BNF,0302000C0BDACBL,Ventide Paediatric Rotacaps
Inhaled corticosteroid,ICS,BNF,0302000C0BEAAAS,AeroBec 50 Autohaler
Inhaled corticosteroid,ICS,BNF,0302000C0BEABAU,AeroBec Forte 250 Autohaler
Inhaled corticosteroid,ICS,BNF,0302000C0BEACAT,AeroBec 100 Autohaler
Inhaled corticosteroid,ICS,BNF,0302000C0BFAAAA,Beclazone 50 inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BFABAB,Beclazone 100 inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BFACAC,Beclazone 250 inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BFADAS,Beclazone 50 Easi-Breathe inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BFAEAT,Beclazone 100 Easi-Breathe inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BFAFAU,Beclazone 250 Easi-Breathe inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BFAGAR,Beclazone 200 inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BGAAAA,Filair 50 inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BGABAB,Filair 100 inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BGACAC,Filair Forte 250micrograms/dose inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BHAAAG,Becodisks 100microgram with Diskhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BHABAL,Becodisks 100microgram
Inhaled corticosteroid,ICS,BNF,0302000C0BHACAH,Becodisks 200microgram with Diskhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BHADAK,Becodisks 200microgram
Inhaled corticosteroid,ICS,BNF,0302000C0BHAEAJ,Becodisks 400microgram with Diskhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BHAFAQ,Becodisks 400microgram
Inhaled corticosteroid,ICS,BNF,0302000C0BIADBI,Asmabec 50 Clickhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BIAEBJ,Asmabec 100 Clickhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BIAFBK,Asmabec 250 Clickhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BJAABE,Qvar 50 inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BJABBF,Qvar 100 inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BJACBG,Qvar 50 Autohaler
Inhaled corticosteroid,ICS,BNF,0302000C0BJADBH,Qvar 100 Autohaler
Inhaled corticosteroid,ICS,BNF,0302000C0BJAEBG,Qvar 50micrograms/dose Easi-Breathe inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BJAFBH,Qvar 100micrograms/dose Easi-Breathe inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BLAABU,Pulvinal Beclometasone Diprop 200microg/dose dry pdr inh
Inhaled corticosteroid,ICS,BNF,0302000C0BLABBJ,Pulvinal Beclometasone Diprop 100microg/dose dry pdr inh
Inhaled corticosteroid,ICS,BNF,0302000C0BLACBS,Pulvinal Beclometasone Diprop 400microg/dose dry pdr inh
Inhaled corticosteroid,ICS,BNF,0302000C0BMAAAE,Beclometasone 100 Cyclocaps
Inhaled corticosteroid,ICS,BNF,0302000C0BMABAF,Beclometasone 200 Cyclocaps
Inhaled corticosteroid,ICS,BNF,0302000C0BMACAI,Beclometasone 400 Cyclocaps
Inhaled corticosteroid,ICS,BNF,0302000C0BNAABU,Easyhaler Beclometasone 200micrograms/dose dry pdr inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BPAABE,Clenil Modulite 50micrograms/dose inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BPABBF,Clenil Modulite 100micrograms/dose inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BPACBV,Clenil Modulite 200micrograms/dose inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BPADBW,Clenil Modulite 250micrograms/dose inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BQAABX,Fostair 100micrograms/dose / 6micrograms/dose inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BQABBZ,Fostair 200micrograms/dose / 6micrograms/dose inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BRAABY,Fostair NEXThaler 100microg/dose / 6microg/dose dry pdr inh
Inhaled corticosteroid,ICS,BNF,0302000C0BRABCA,Fostair NEXThaler 200microg/dose / 6microg/dose dry pdr inh
Inhaled corticosteroid,ICS,BNF,0302000C0BSAABE,Kelhale 50micrograms/dose inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BSABBF,Kelhale 100micrograms/dose inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BTAABE,Soprobec 50micrograms/dose inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BTABBV,Soprobec 200micrograms/dose inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BTACBF,Soprobec 100micrograms/dose inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BTADBW,Soprobec 250micrograms/dose inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BUAABX,Luforbec 100micrograms/dose / 6micrograms/dose inhaler
Inhaled corticosteroid,ICS,BNF,0302000C0BUABBZ,Luforbec 200micrograms/dose / 6micrograms/dose inhaler
Inhaled corticosteroid,ICS,BNF,0302000K0AAAAAA,Budesonide 50micrograms/dose inhaler
Inhaled corticosteroid,ICS,BNF,0302000K0AAADAD,Budesonide 200micrograms/dose inhaler
Inhaled corticosteroid,ICS,BNF,0302000K0AAAGAG,Budesonide 200micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,BNF,0302000K0AAAHAH,Budesonide 400micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,BNF,0302000K0AAAIAI,Budesonide 1mg/2ml nebuliser liquid unit dose vials
Inhaled corticosteroid,ICS,BNF,0302000K0AAAJAJ,Budesonide 500micrograms/2ml neb liq unit dose vials
Inhaled corticosteroid,ICS,BNF,0302000K0AAAKAK,Budesonide 100micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,BNF,0302000K0AAALAL,Budesonide 100microg / Formoterol 6microg/dose dry pdr inh
Inhaled corticosteroid,ICS,BNF,0302000K0AAAMAM,Budesonide 200mcg/dose / Formoterol 6mcg/dose dry powder inh
Inhaled corticosteroid,ICS,BNF,0302000K0AAARAR,Budesonide 200microgram inhalation powder capsules
Inhaled corticosteroid,ICS,BNF,0302000K0AAASAS,Budesonide 400microgram inhalation powder capsules
Inhaled corticosteroid,ICS,BNF,0302000K0AAATAT,Budesonide 200micrograms/dose inhaler with spacer
Inhaled corticosteroid,ICS,BNF,0302000K0AAAUAU,Budesonide 400mcg/dose /Formoterol 12mcg/dose dry powder inh
Inhaled corticosteroid,ICS,BNF,0302000K0AAAVAV,Budesonide 200microg/dose dry pdr inhalation cart with dev
Inhaled corticosteroid,ICS,BNF,0302000K0AAAWAW,Budesonide 200micrograms/dose dry pdr inhalation cartridge
Inhaled corticosteroid,ICS,BNF,0302000K0AAAZAZ,Budesonide 100micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,BNF,0302000K0AABABA,Budesonide 200micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,BNF,0302000K0AABBBB,Budesonide 200microg / Formoterol 6microg/dose inh CFC free
Inhaled corticosteroid,ICS,BNF,0302000K0AABCBC,Budesonide 100microg / Formoterol 3microg/dose inh CFC free
Inhaled corticosteroid,ICS,BNF,0302000K0BBADAD,Pulmicort 200micrograms/dose inhaler
Inhaled corticosteroid,ICS,BNF,0302000K0BBAEAA,Pulmicort LS 50micrograms/dose inhaler
Inhaled corticosteroid,ICS,BNF,0302000K0BBAGAI,Pulmicort 1mg Respules
Inhaled corticosteroid,ICS,BNF,0302000K0BBAHAG,Pulmicort 200 Turbohaler
Inhaled corticosteroid,ICS,BNF,0302000K0BBAIAH,Pulmicort 400 Turbohaler
Inhaled corticosteroid,ICS,BNF,0302000K0BBAJAJ,Pulmicort 0.5mg Respules
Inhaled corticosteroid,ICS,BNF,0302000K0BBAKAK,Pulmicort 100 Turbohaler
Inhaled corticosteroid,ICS,BNF,0302000K0BBALAT,Pulmicort 200micrograms/dose inhaler with Nebuchamber
Inhaled corticosteroid,ICS,BNF,0302000K0BBAMAZ,Pulmicort 100micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,BNF,0302000K0BBANBA,Pulmicort 200micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,BNF,0302000K0BDAAAL,Symbicort 100/6 Turbohaler
Inhaled corticosteroid,ICS,BNF,0302000K0BDABAM,Symbicort 200/6 Turbohaler
Inhaled corticosteroid,ICS,BNF,0302000K0BDACAU,Symbicort 400/12 Turbohaler
Inhaled corticosteroid,ICS,BNF,0302000K0BDADBB,Symbicort 200microg/dose / 6microg/dose pressurised inh
Inhaled corticosteroid,ICS,BNF,0302000K0BDAEBC,Symbicort 100microg/dose / 3microg/dose pressurised inh
Inhaled corticosteroid,ICS,BNF,0302000K0BEAAAR,Budesonide 200 Cyclocaps
Inhaled corticosteroid,ICS,BNF,0302000K0BEABAS,Budesonide 400 Cyclocaps
Inhaled corticosteroid,ICS,BNF,0302000K0BFAAAV,Budelin Novolizer 200micrograms/dose inhalation powder
Inhaled corticosteroid,ICS,BNF,0302000K0BFABAW,Budelin Novolizer 200micrograms/dose inhalation pdr refill
Inhaled corticosteroid,ICS,BNF,0302000K0BGAAAK,Easyhaler Budesonide 100micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,BNF,0302000K0BGABAG,Easyhaler Budesonide 200micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,BNF,0302000K0BGACAH,Easyhaler Budesonide 400micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,BNF,0302000K0BHAAAM,DuoResp Spiromax 160microg/dose / 4.5microg/dose dry pdr inh
Inhaled corticosteroid,ICS,BNF,0302000K0BHABAU,DuoResp Spiromax 320microg/dose / 9microg/dose dry pdr inh
Inhaled corticosteroid,ICS,BNF,0302000K0BIAAAU,Fobumix Easyhaler 320microg/dose / 9microg/dose dry pdr inh
Inhaled corticosteroid,ICS,BNF,0302000K0BIABAM,Fobumix Easyhaler 160microg / 4.5microg/dose dry pdr inh
Inhaled corticosteroid,ICS,BNF,0302000K0BIADAL,Fobumix Easyhaler 80microg/dose / 4.5microg/dose dry pdr inh
Inhaled corticosteroid,ICS,BNF,0302000K0BJAAAM,WockAIR 160micrograms/dose / 4.5micrograms/dose dry pdr inh
Inhaled corticosteroid,ICS,BNF,0302000K0BJABAU,WockAIR 320micrograms/dose / 9micrograms/dose dry pdr inh
Inhaled corticosteroid,ICS,BNF,0302000N0AAAAAA,Fluticasone propionate 50microg inhalation pdr blist
Inhaled corticosteroid,ICS,BNF,0302000N0AAABAB,Fluticasone propionate 50microgram inhalation pdr blist
Inhaled corticosteroid,ICS,BNF,0302000N0AAACAC,Fluticasone propionate100microg inhalation pdr blist
Inhaled corticosteroid,ICS,BNF,0302000N0AAADAD,Fluticasone propionate 100microgram inhalation pdr blist
Inhaled corticosteroid,ICS,BNF,0302000N0AAAEAE,Fluticasone propionate 250mcg inhalation pdr blist + dev
Inhaled corticosteroid,ICS,BNF,0302000N0AAAFAF,Fluticasone propionate 250microgram inhalation pdr blist
Inhaled corticosteroid,ICS,BNF,0302000N0AAAGAG,Fluticasone 25micrograms/dose inhaler
Inhaled corticosteroid,ICS,BNF,0302000N0AAAPAP,Fluticasone propionate 500microg inhalation pdr blist
Inhaled corticosteroid,ICS,BNF,0302000N0AAAQAQ,Fluticasone propionate 500microgram inhalation pdr blist
Inhaled corticosteroid,ICS,BNF,0302000N0AAARAR,Fluticasone propionate 50micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,BNF,0302000N0AAASAS,Fluticasone propionate 100micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,BNF,0302000N0AAATAT,Fluticasone propionate 250micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,BNF,0302000N0AAAUAU,Fluticasone propionate 500micrograms/dose dry powder inhaler
Inhaled corticosteroid,ICS,BNF,0302000N0AAAVAV,Fluticasone 500micrograms/2ml neb liq unit dose vials
Inhaled corticosteroid,ICS,BNF,0302000N0AAAWAW,Fluticasone 2mg/2ml nebuliser liquid unit dose vials
Inhaled corticosteroid,ICS,BNF,0302000N0AAAXAX,Fluticasone propionate 100microg/Salmeterol 50microg/dose
Inhaled corticosteroid,ICS,BNF,0302000N0AAAYAY,Fluticasone propionate 250microg/Salmeterol 50microg/dose
Inhaled corticosteroid,ICS,BNF,0302000N0AAAZAZ,Fluticasone propionate 500microg/Salmeterol 50microg/dose
Inhaled corticosteroid,ICS,BNF,0302000N0AABABA,Fluticasone 125micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,BNF,0302000N0AABCBC,Fluticasone 250micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,BNF,0302000N0AABEBE,Fluticasone 50microg / Salmeterol 25microg/dose inh CFC free
Inhaled corticosteroid,ICS,BNF,0302000N0AABFBF,Fluticasone 125mcg/dose / Salmeterol 25mcg/dose inh CFC free
Inhaled corticosteroid,ICS,BNF,0302000N0AABGBG,Fluticasone 250mcg/dose / Salmeterol 25mcg/dose inh CFC free
Inhaled corticosteroid,ICS,BNF,0302000N0AABHBH,Fluticasone 50micrograms/dose inhaler CFC free
Inhaled corticosteroid,ICS,BNF,0302000N0AABJBJ,Fluticasone 125microg / Formoterol 5microg/dose inh CFC free
Inhaled corticosteroid,ICS,BNF,0302000N0AABKBK,Fluticasone 250microg / Formoterol 10microg/dose inh CFCfree
Inhaled corticosteroid,ICS,BNF,0302000N0AABLBL,Fluticasone 50microg / Formoterol 5microg/dose inh CFC free
Inhaled corticosteroid,ICS,BNF,0302000N0AABPBP,Fluticasone 125microg/Formoterol 5microg/dose BA inh CFCfree
Inhaled corticosteroid,ICS,BNF,0302000N0AABQBQ,Fluticasone 50microg/Formoterol 5microg/dose BA inh CFC free
Inhaled corticosteroid,ICS,BNF,0302000N0AABRBR,Fluticasone propionate 100microg/Salmeterol 12.75microg/dose
Inhaled corticosteroid,ICS,BNF,0302000N0AABSBS,Fluticasone propionate 202microg/Salmeterol 12.75microg/dose
Inhaled corticosteroid,ICS,BNF,0302000N0BBAAAA,Flixotide 50microgram disks with Diskhaler
Inhaled corticosteroid,ICS,BNF,0302000N0BBABAB,Flixotide 50microgram disks
Inhaled corticosteroid,ICS,BNF,0302000N0BBACAC,Flixotide 100microgram disks with Diskhaler
Inhaled corticosteroid,ICS,BNF,0302000N0BBADAD,Flixotide 100microgram disks
Inhaled corticosteroid,ICS,BNF,0302000N0BBAEAE,Flixotide 250microgram disks with Diskhaler
Inhaled corticosteroid,ICS,BNF,0302000N0BBAFAF,Flixotide 250microgram disks
Inhaled corticosteroid,ICS,BNF,0302000N0BBAGAG,Flixotide 25micrograms/dose inhaler
Inhaled corticosteroid,ICS,BNF,0302000N0BBAPAP,Flixotide 500microgram disks with Diskhaler
Inhaled corticosteroid,ICS,BNF,0302000N0BBAQAQ,Flixotide 500microgram disks
Inhaled corticosteroid,ICS,BNF,0302000N0BBARAR,Flixotide 50micrograms/dose Accuhaler
Inhaled corticosteroid,ICS,BNF,0302000N0BBASAS,Flixotide 100micrograms/dose Accuhaler
Inhaled corticosteroid,ICS,BNF,0302000N0BBATAT,Flixotide 250micrograms/dose Accuhaler
Inhaled corticosteroid,ICS,BNF,0302000N0BBAUAU,Flixotide 500micrograms/dose Accuhaler
Inhaled corticosteroid,ICS,BNF,0302000N0BBAVAV,Flixotide 0.5mg/2ml Nebules
Inhaled corticosteroid,ICS,BNF,0302000N0BBAWAW,Flixotide 2mg/2ml Nebules
Inhaled corticosteroid,ICS,BNF,0302000N0BBAYBA,Flixotide 125micrograms/dose Evohaler
Inhaled corticosteroid,ICS,BNF,0302000N0BBBABC,Flixotide 250micrograms/dose Evohaler
Inhaled corticosteroid,ICS,BNF,0302000N0BBBBBH,Flixotide 50micrograms/dose Evohaler
Inhaled corticosteroid,ICS,BNF,0302000N0BCAAAX,Seretide 100 Accuhaler
